"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"79211",1,1,1,1.096,356,19,31,0.02828,204,8,1621,"E02001509 E02001510",19
"79212",1,1,1,5.958,2712,119,120,0.02014,1111,100,12985,"E02001509 E02001511",119
"79213",1,1,1,3.624,2006,71,87,0.02401,676,92,10321,"E02001509 E02001512",71
"79214",1,1,1,5.991,2896,179,165,0.02754,1117,120,15157,"E02001509 E02001513",179
"79215",1,1,1,8.378,3728,178,177,0.02113,1562,127,22538,"E02001509 E02001514",178
"79216",1,1,1,4.186,2008,151,82,0.01959,780,81,10526,"E02001509 E02001515",151
"79217",1,1,1,5.462,2610,168,146,0.02673,1018,104,13061,"E02001509 E02001516",168
"79218",1,1,1,5.036,2684,171,128,0.02542,939,120,11504,"E02001509 E02001517",171
"79219",1,1,1,6.046,3452,176,212,0.03506,1127,155,17118,"E02001509 E02001518",176
"79220",1,1,1,5.669,2526,188,134,0.02364,1057,93,18977,"E02001509 E02001519",188
"79221",1,1,1,7.892,4318,255,228,0.02889,1471,195,27005,"E02001509 E02001520",255
"79222",1,1,1,7.919,4580,277,247,0.03119,1476,192,45510,"E02001509 E02001521",277
"79223",1,1,1,15.321,6562,275,253,0.01651,2856,221,49579,"E02001509 E02001522",275
"79224",1,1,1,7.572,3738,238,222,0.02932,1412,153,23031,"E02001509 E02001523",238
"79225",1,1,1,7.707,4640,256,261,0.03387,1437,207,41697,"E02001509 E02001525",256
"79226",1,1,1,10.135,5454,351,301,0.0297,1889,247,28180,"E02001509 E02001527",351
"79227",1,1,1,9.488,5148,308,320,0.03373,1769,226,50477,"E02001509 E02001529",308
"79228",1,1,1,16.113,7102,319,280,0.01738,3004,240,62739,"E02001509 E02001530",319
"79229",1,1,1,11.021,5000,355,236,0.02141,2054,193,24609,"E02001509 E02001531",355
"79230",1,1,1,16.74,9846,474,553,0.03303,3121,472,64246,"E02001509 E02001532",474
"79231",1,1,1,12.273,5618,392,259,0.0211,2288,217,27174,"E02001509 E02001534",392
